country,industry,year,VALU,LABR,GFCF,EMPN,pair_id,labshare,ln_labshare,capform,avg_wage,ln_avg_wage,self_emp_share,labshare_adj,ln_labshare_adj,HighCapital,HighSkill,HighCapital_indspec,HighSkill_indspec,AIPI,AIPI_bartik,broadband,gdppc_raw,renew,rd,trade,ln_gdppc,AIPI_x_HC,AIPI_x_HS,HighTrade,HighRD,AIPI_x_HT,AIPI_x_HR
AUS,C,2021,123593,71933,19903,976.288,AUS_C,0.582015162671025,-0.5412587788907092,0.16103662828800983,73.68010259267757,4.299732784354844,0.167907061390951,0.6994593219886456,-0.3574476395501882,0,0,0,1,3.589611332910005,5.384480731360485,35.8359861455454,59465.53567136402,12.3,1.85783,40.20223593905949,10.99315219129977,0,0,0,0,0,0
AUS,C,2022,135792,77896,24233,931.317,AUS_C,0.5736420407682338,-0.555749699550866,0.1784567573936609,83.64069377022003,4.42653016924411,0.165241589891756,0.6871952816789818,-0.3751367743441291,0,1,0,1,3.1488479783844188,5.198291501164861,36.3933201898066,61200.45889647808,12.3,1.85783,45.69464188057522,11.02190996678077,0,3.1488479783844188,0,0,0,0
AUS,D_E,2010,36631,11221,27473,140.984,AUS_D_E,0.3063252436460921,-1.183107853762655,0.7499931751794928,79.59059184020882,4.376895892902798,0.171706953384702,0.36982713412583473,-0.9947195875834708,1,0,1,1,0.2213860787887479,0.5952019877883916,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0.2213860787887479,0,0,1,0,0.2213860787887479
AUS,D_E,2011,41333,11871,25600,147.999,AUS_D_E,0.28720392906394404,-1.247562761316883,0.6193598335470447,80.21000141892851,4.384648213069003,0.17576548990320698,0.3484492890624254,-1.054262571385455,1,0,1,1,0.2166464648815841,0.6827393454139139,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,0.2166464648815841,0,0,1,0,0.2166464648815841
AUS,D_E,2012,46424,12224,24881,149.327,AUS_D_E,0.2633120799586421,-1.3344153344641425,0.5359512321213166,81.86061462428094,4.4050179792730715,0.166683560456588,0.3159809016883372,-1.1520735049167914,1,1,1,1,0.07416307349818595,0.7781495987415182,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0.07416307349818595,0.07416307349818595,0,1,0,0.07416307349818595
AUS,D_E,2013,45864,12594,23138,146.624,AUS_D_E,0.2745944531658817,-1.2924599855395307,0.5044915402058259,85.89316892186818,4.453104302217658,0.16829765784433998,0.33015952853297253,-1.1081793215344309,1,1,1,1,0.17294765630803813,0.8699923559617619,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0.17294765630803813,0.17294765630803813,0,1,0,0.17294765630803813
AUS,D_E,2014,44694,13299,20138,145.022,AUS_D_E,0.2975567190226876,-1.2121504199911681,0.4505750212556495,91.7033277709589,4.5185586683636005,0.165959944417401,0.35676550188568146,-1.0306765704909546,1,1,0,1,0.3167736101007546,0.9571972478830383,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0.3167736101007546,0.3167736101007546,0,0,0,0
AUS,D_E,2015,44187,12969,20516,144.906,AUS_D_E,0.2935026138909634,-1.2258687338219114,0.46429945459071675,89.49939961078216,4.494231916998892,0.16608637874649598,0.3519580522617949,-1.0442432801961241,1,1,0,1,0.3328327401990877,1.0866434441739385,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0.3328327401990877,0.3328327401990877,0,0,0,0
AUS,D_E,2016,47550,12926,19900,137.945,AUS_D_E,0.27184016824395374,-1.3025410021506956,0.4185068349106204,93.70401246873755,4.5401410108327225,0.169621152422373,0.32736884981712044,-1.1166677626854564,1,1,0,1,0.2675862218543341,1.3486114815571544,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0.2675862218543341,0.2675862218543341,0,0,0,0
AUS,D_E,2017,50581,13336,26616,140.441,AUS_D_E,0.26365631363555486,-1.3331088662582293,0.5262054921808584,94.95802507814669,4.553434952677253,0.168818822360916,0.3172067904430336,-1.1482013820009156,1,1,1,1,0.5201321176638972,1.5889045159121893,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0.5201321176638972,0.5201321176638972,0,0,0,0
AUS,D_E,2018,52072,14051,30118,154.238,AUS_D_E,0.2698379167306806,-1.3099338086458832,0.5783914579812567,91.09946965079942,4.511951982633154,0.166234785114637,0.3236377722567635,-1.12813037546514,1,1,1,1,0.6659127429085409,1.8617145548943108,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0.6659127429085409,0.6659127429085409,0,0,0,0
AUS,D_E,2019,50955,14805,32468,158.447,AUS_D_E,0.2905504857226965,-1.2359779287271024,0.637189677166127,93.43818437711033,4.537300087995483,0.168063765003653,0.34924610024225267,-1.0519784469997402,1,1,1,1,0.7720606309787794,1.9902973591144328,34.5434163723691,59181.29979041315,10.3,1.82826,46.00168270521715,10.988360889052197,0.7720606309787794,0.7720606309787794,0,0,0,0
AUS,D_E,2020,50283,15317,33772,153.048,AUS_D_E,0.304615874152298,-1.1887037251308141,0.6716385259431618,100.07971355391773,4.605967003983474,0.167013386719001,0.3656911999491391,-1.0059660176953904,1,1,1,1,0.7729729714857658,2.029775081972515,35.346849265518,58377.767051780225,11.2,1.843045,44.499564103879024,10.974690395163085,0.7729729714857658,0.7729729714857658,0,0,0,0
AUS,D_E,2021,48840,16203,34366,146.317,AUS_D_E,0.33175675675675675,-1.1033532389636402,0.7036445536445537,110.73901187148451,4.707176188395688,0.167907061390951,0.3987015648892912,-0.9195420996231193,1,1,1,1,0.7268568736717056,2.0259943320963623,35.8359861455454,59465.53567136402,12.3,1.85783,40.20223593905949,10.99315219129977,0.7268568736717056,0.7268568736717056,0,0,0,0
AUS,D_E,2022,52261,17490,41679,167.184,AUS_D_E,0.33466638602399496,-1.094621105972644,0.7975163123552936,104.6152741889176,4.650289565720892,0.165241589891756,0.4009140632444762,-0.9140081807659073,1,1,1,1,0.5169213147566089,1.865635581554454,36.3933201898066,61200.45889647808,12.3,1.85783,45.69464188057522,11.02190996678077,0.5169213147566089,0.5169213147566089,0,0,0,0
AUS,F,2010,106174,54447,7938,998.646,AUS_F,0.5128091623184584,-0.6678515062996105,0.07476406653229604,54.52082119189382,3.998582668928651,0.171706953384702,0.6191156190601627,-0.47946324012042657,0,0,0,1,0,0,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0,0,0,1,0,0
AUS,F,2011,118005,60237,7383,1013.67,AUS_F,0.5104614211262235,-0.672440214994591,0.0625651455446803,59.42466483174998,4.084709373041037,0.17576548990320698,0.6193157588927913,-0.479140025063163,0,0,0,1,0,0,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,0,0,0,1,0,0
AUS,F,2012,124664,64485,7611,982.485,AUS_F,0.5172704228967464,-0.6591894795269589,0.0610521080664827,65.63458984106627,4.184102841147192,0.166683560456588,0.6207370913985178,-0.4768476499796078,0,0,0,1,0,0,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0,0,0,1,0,0
AUS,F,2013,131131,67218,6960,1007.852,AUS_F,0.512601901914879,-0.6682557547295939,0.05307669429806834,66.69431622897012,4.200119735332193,0.16829765784433998,0.6163285540188382,-0.4839750907244939,0,0,0,1,0,0,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0,0,0,1,0,0
AUS,F,2014,133730,68240,8472,1031.304,AUS_F,0.5102819113138414,-0.6727919387012814,0.06335152920062813,66.16865638065983,4.1922068822512335,0.165959944417401,0.6118194298922442,-0.4913180892010679,0,0,0,1,0,0,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0,0,0,0,0,0
AUS,F,2015,132207,68675,7612,1029.04,AUS_F,0.5194505585937205,-0.6549836441100855,0.057576376439976706,66.73695871880588,4.200758903193015,0.16608637874649598,0.6229069118848355,-0.4733581904842982,0,0,0,1,0,0,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0,0,0,0,0,0
AUS,F,2016,134353,69696,9134,1060.293,AUS_F,0.5187528376738889,-0.656327737237465,0.0679850840695779,65.73277386533724,4.185597642287794,0.169621152422373,0.6247182706871564,-0.4704544977722256,0,0,0,1,0,0,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0,0,0,0,0,0
AUS,F,2017,142288,74193,7913,1132.477,AUS_F,0.5214283706285843,-0.651183366556853,0.055612560440796134,65.51391330684861,4.182262536982384,0.168818822360916,0.6273341897727611,-0.4662758822995395,0,0,0,1,0,0,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0,0,0,0,0,0
AUS,F,2018,144572,74986,9651,1170.136,AUS_F,0.5186758155106106,-0.656476223908203,0.06675566499737155,64.08314930914014,4.160181448074615,0.166234785114637,0.622088576316925,-0.47467279072745994,0,0,0,1,0,0,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0,0,0,0,0,0
AUS,F,2019,142334,76142,8321,1169.235,AUS_F,0.53495299787823,-0.6255763903787722,0.058461084491407536,65.12121173245755,4.176250329206323,0.168063765003653,0.6430216348018294,-0.44157690865141014,0,0,0,1,0,0,34.5434163723691,59181.29979041315,10.3,1.82826,46.00168270521715,10.988360889052197,0,0,0,0,0,0
AUS,F,2020,145549,77696,9491,1166.651,AUS_F,0.5338133549526276,-0.6277090236798119,0.06520828037293283,66.59746573739704,4.198666524831313,0.167013386719001,0.6408426575428667,-0.4449713162443882,0,0,0,1,0,0,35.346849265518,58377.767051780225,11.2,1.843045,44.499564103879024,10.974690395163085,0,0,0,0,0,0
AUS,F,2021,153938,85531,11190,1142.416,AUS_F,0.5556197949823956,-0.5876710406185521,0.07269160311294158,74.86852425036064,4.3157335652210405,0.167907061390951,0.6677376639094978,-0.40385990127803123,0,0,0,1,0,0,35.8359861455454,59465.53567136402,12.3,1.85783,40.20223593905949,10.99315219129977,0,0,0,0,0,0
AUS,F,2022,171822,97288,11632,1223.62,AUS_F,0.5662138724959551,-0.5687834055519314,0.06769796650021534,79.5083440937546,4.375861973306815,0.165241589891756,0.6782966971516149,-0.38817048034519447,0,0,0,1,0,0,36.3933201898066,61200.45889647808,12.3,1.85783,45.69464188057522,11.02190996678077,0,0,0,0,0,0
AUS,GTI,2010,224663,134206,43907,3039.231,AUS_GTI,0.5973658323800537,-0.5152255687091213,0.1954349403328541,44.157880727065496,3.787771410035214,0.171706953384702,0.7212010710715301,-0.3268373025299372,1,0,1,1,0.15750555628969895,0.44464533766839726,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0.15750555628969895,0,0,1,0,0.15750555628969895
AUS,GTI,2011,241050,142576,49195,3094.586,AUS_GTI,0.591478946276706,-0.5251291899812673,0.2040862891516283,46.07272184389124,3.8302210578167273,0.17576548990320698,0.7176100236415075,-0.3318290000498394,1,0,1,1,0.1540298101862539,0.5152983134183533,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,0.1540298101862539,0,0,1,0,0.1540298101862539
AUS,GTI,2012,249275,146517,47718,3041.441,AUS_GTI,0.5877725403670645,-0.5314152420343341,0.1914271387022365,48.17354668395672,3.8748100464132453,0.166683560456588,0.7053413475067345,-0.34907341248698304,1,0,1,1,0.05163767741245982,0.5936256487372252,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0.05163767741245982,0,0,1,0,0.05163767741245982
AUS,GTI,2013,250088,148965,48496,3149.734,AUS_GTI,0.5956503310834587,-0.518101476901349,0.19391574165893605,47.29446994571605,3.8563933741959673,0.16829765784433998,0.7161821013267963,-0.33382081289624904,1,0,1,1,0.1221921875361795,0.6702505498361674,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0.1221921875361795,0,0,1,0,0.1221921875361795
AUS,GTI,2014,255913,151867,49791,3141.059,AUS_GTI,0.5934321429548323,-0.5218324051592663,0.19456221450258487,48.34898039164498,3.87844513360342,0.165959944417401,0.7115151592333347,-0.3403585556590528,1,0,1,1,0.2283765299706895,0.7440534190575973,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0.2283765299706895,0,0,0,0,0
AUS,GTI,2015,264040,157427,49845,3209.221,AUS_GTI,0.5962240569610665,-0.5171387480640223,0.18877821542190576,49.05458365129731,3.8929336301936934,0.16608637874649598,0.714971001510741,-0.335513294438235,0,0,1,1,0.2404772256576415,0.8553575728460696,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0,0,0,0,0,0
AUS,GTI,2016,271476,161813,53170,3212.963,AUS_GTI,0.5960490061736581,-0.5174323901735001,0.1958552505562186,50.36254696988418,3.9192477831531027,0.169621152422373,0.7178036963639505,-0.33155915070826075,1,0,1,1,0.19161430916952166,1.0863193332718961,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0.19161430916952166,0,0,0,0,0
AUS,GTI,2017,277227,165524,59313,3267.602,AUS_GTI,0.5970702709332064,-0.5157204657606419,0.2139510220865933,50.65610805722362,3.925059816853773,0.168818822360916,0.7183394992523118,-0.3308129815033282,1,0,1,1,0.38502834350492526,1.3038951537771382,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0.38502834350492526,0,0,0,0,0
AUS,GTI,2018,287498,172775,64085,3305.037,AUS_GTI,0.6009607023353206,-0.5092257337140113,0.2229058984758155,52.27626801152302,3.9565425015776237,0.166234785114637,0.7207792932665685,-0.32742230053326804,1,0,1,1,0.5016251656697336,1.5563008584238496,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0.5016251656697336,0,0,0,0,0
