country,industry,year,VALU,LABR,GFCF,EMPN,ln_prod,capform,pair_id,green_patents,GTI,ln_GTI,GTI_lag2,ln_GTI_lag2,broadband,gdppc_raw,renew,rd,tertiary,trade,ln_gdppc,AIIE,HighAI,GTI_x_HA,ln_GTI_x_HA,HighCapital,HighCapital_indspec,ln_GTI_x_HC,HighTrade,HighRD,ln_GTI_x_HT,ln_GTI_x_HR,base_GTI,excl_pat,GTI_bartik
AUS,D_E,2013,45864,12594,23138,146.624,5.745564287757189,0.5044915402058259,AUS_D_E,337.56666666665706,7360.166288737508,8.903973662312648,8667.408608133403,9.067440501385235,25.7399315811014,55966.15092705607,9.2,2.17733,119.679389953613,41.10051188105599,10.932502339233968,-0.4190017,0,0,0,1,1,8.903973662312648,0,1,0,8.903973662312648,10461.994849535036,70671.98571428514,103.34635151247464
AUS,D_E,2014,44694,13299,20138,145.022,5.730709088354769,0.4505750212556495,AUS_D_E,326.566666666656,7306.722751748691,8.896686979141231,7466.324889424737,8.918292100123283,27.7000785019208,56571.80625244372,9.3,2.04851,119.679389953613,42.2993095385282,10.94326601733858,-0.4190017,0,0,0,1,0,8.896686979141231,0,0,0,0,10461.994849535036,68534.83333333283,103.06214276801528
AUS,D_E,2015,44187,12969,20516,144.906,5.720100650820803,0.46429945459071675,AUS_D_E,361.388095238082,8178.606722295742,9.009399350482054,7360.166288737508,8.903973662312648,28.5117731324726,56970.36130280944,9.4,1.91969,119.679389953613,41.49475069399008,10.950286434437997,-0.4190017,0,0,0,1,0,9.009399350482054,0,0,0,0,10461.994849535036,63613.152380951906,102.37240846219242
AUS,D_E,2016,47550,12926,19900,137.945,5.842682012983418,0.4185068349106204,AUS_D_E,358.99999999999204,7549.947423764292,8.929428320961584,7306.722751748691,8.896686979141231,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,119.682777404785,40.81340221732101,10.961850592226982,-0.4190017,0,0,0,1,0,8.929428320961584,0,0,0,0,10461.994849535036,65936.09999999954,102.7043632406821
AUS,D_E,2017,50581,13336,26616,140.441,5.886543818935482,0.5262054921808584,AUS_D_E,370.97222222221495,7334.220798762676,8.900442792204824,8178.606722295742,9.009399350482054,32.0326223266488,57991.77134733296,9.9,1.88102,109.993309020996,42.0354135251854,10.96805640614174,-0.4190017,0,0,0,1,1,8.900442792204824,0,0,0,0,10461.994849535036,63317.75555555514,102.3293293294343
AUS,D_E,2018,52072,14051,30118,154.238,5.821885791279037,0.5783914579812567,AUS_D_E,347.349999999986,6670.5715163616915,8.805610720807504,7549.947423764292,8.929428320961584,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,103.322090148926,43.57322536452184,10.981432847810053,-0.4190017,0,0,0,1,1,8.805610720807504,0,0,0,0,10461.994849535036,59298.156190475784,101.72228687154718
AUS,D_E,2019,50955,14805,32468,158.447,5.7732780167225854,0.637189677166127,AUS_D_E,393.86666666666304,7729.696137114376,8.952954194074405,7334.220798762676,8.900442792204824,34.5434163723691,59181.29979041315,10.3,1.82826,109.759559631348,46.00168270521715,10.988360889052197,-0.4190017,0,0,0,1,1,8.952954194074405,0,0,0,0,10461.994849535036,57984.697619047096,101.51497356504593
AUS,D_E,2020,50283,15317,33772,153.048,5.794670729114288,0.6716385259431618,AUS_D_E,420.26666666665795,8358.026901073084,9.031097299910641,6670.5715163616915,8.805610720807504,35.346849265518,58377.767051780225,11.2,1.843045,110.139221191406,44.499564103879024,10.974690395163085,-0.4190017,0,0,0,1,1,9.031097299910641,0,0,0,0,10461.994849535036,62219.28095238041,102.1673510106695
AUS,D_E,2021,48840,16203,34366,146.317,5.810529427359328,0.7036445536445537,AUS_D_E,380.64999999999503,7793.8165438164415,8.96121424610478,7729.696137114376,8.952954194074405,35.8359861455454,59465.53567136402,12.3,1.85783,112.688293457031,40.20223593905949,10.99315219129977,-0.4190017,0,0,0,1,1,8.96121424610478,0,0,0,0,10461.994849535036,57819.483333332915,101.48856463989945
AUS,D_E,2022,52261,17490,41679,167.184,5.744910671693537,0.7975163123552936,AUS_D_E,193.099999999994,3694.915902872008,8.214983678950762,8358.026901073084,9.031097299910641,36.3933201898066,61200.45889647808,12.3,1.85783,106.240760803223,45.69464188057522,11.02190996678077,-0.4190017,0,0,0,1,1,8.214983678950762,0,0,0,0,10461.994849535036,48256.56666666614,99.81524047267217
AUS,G,2010,123786,79374,10222,1731.193,4.2697435020100905,0.08257799751183494,AUS_G,0,0,0,NA,NA,24.8853051640712,53768.34973344104,8.2,2.3702,119.679389953613,40.39050708606058,10.89244027811907,0.06857736764705884,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,G,2011,131764,83111,10981,1748.903,4.322023709400183,0.08333839288424759,AUS_G,0,0,0,NA,NA,24.697756094089,54296.23213248142,8.3,2.23459,119.679389953613,41.721986014968905,10.902210113689053,0.06857736764705884,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,G,2012,135186,85148,11155,1722.906,4.362639207900709,0.08251594099980768,AUS_G,0,0,0,0,0,25.0955644344698,55465.44628725772,8.3,2.20596,119.679389953613,43.019849552755815,10.923515516426473,0.06857736764705884,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,G,2013,135150,85365,12242,1778.915,4.330381644831732,0.09058083610802811,AUS_G,0,0,0,0,0,25.7399315811014,55966.15092705607,9.2,2.17733,119.679389953613,41.10051188105599,10.932502339233968,0.06857736764705884,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,G,2014,136291,86551,13156,1771.843,4.342772057901807,0.09652875098135606,AUS_G,0,0,0,0,0,27.7000785019208,56571.80625244372,9.3,2.04851,119.679389953613,42.2993095385282,10.94326601733858,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2015,140491,89898,13814,1773.635,4.372112316782705,0.09832658319750019,AUS_G,0,0,0,0,0,28.5117731324726,56970.36130280944,9.4,1.91969,119.679389953613,41.49475069399008,10.950286434437997,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2016,144437,92519,14484,1745.265,4.415937019735081,0.10027901437997189,AUS_G,0,0,0,0,0,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,119.682777404785,40.81340221732101,10.961850592226982,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2017,146632,93473,14253,1769.514,4.417221114057962,0.09720252059577718,AUS_G,0,0,0,0,0,32.0326223266488,57991.77134733296,9.9,1.88102,109.993309020996,42.0354135251854,10.96805640614174,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2018,150545,97043,15962,1789.197,4.432495126970483,0.10602809791092364,AUS_G,0,0,0,0,0,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,103.322090148926,43.57322536452184,10.981432847810053,0.06857736764705884,1,0,0,0,1,0,0,0,0,0,0,0,0
AUS,G,2019,156535,99366,14387,1796.223,4.467593500165663,0.09190915769636183,AUS_G,0,0,0,0,0,34.5434163723691,59181.29979041315,10.3,1.82826,109.759559631348,46.00168270521715,10.988360889052197,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2020,172071,104969,16800,1745.467,4.590885040709911,0.09763411614972889,AUS_G,0,0,0,0,0,35.346849265518,58377.767051780225,11.2,1.843045,110.139221191406,44.499564103879024,10.974690395163085,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,G,2021,178921,112362,19328,1787.829,4.6059423330452605,0.10802532961474617,AUS_G,0,0,0,0,0,35.8359861455454,59465.53567136402,12.3,1.85783,112.688293457031,40.20223593905949,10.99315219129977,0.06857736764705884,1,0,0,0,1,0,0,0,0,0,0,0,0
AUS,G,2022,206694,124146,20984,1808.781,4.738586300965444,0.10152205676023493,AUS_G,0,0,0,0,0,36.3933201898066,61200.45889647808,12.3,1.85783,106.240760803223,45.69464188057522,11.02190996678077,0.06857736764705884,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,H,2010,66027,33434,30170,571.306,4.749894060224483,0.45693428445938783,AUS_H,55.666666666666,843.0894432075667,6.73825846434538,NA,NA,24.8853051640712,53768.34973344104,8.2,2.3702,119.679389953613,40.39050708606058,10.89244027811907,-0.3927636321428572,0,0,0,1,1,6.73825846434538,0,1,0,6.73825846434538,843.0894432075667,28098.663333333177,69.02343732941044
AUS,H,2011,72167,37163,35046,578.637,4.826062818726681,0.4856236229855751,AUS_H,53.166666666666,736.7171514219242,6.603560487480257,NA,NA,24.697756094089,54296.23213248142,8.3,2.23459,119.679389953613,41.721986014968905,10.902210113689053,-0.3927636321428572,0,0,0,1,1,6.603560487480257,0,1,0,6.603560487480257,843.0894432075667,33248.93333333316,70.15745366187554
AUS,H,2012,75575,38110,33006,560.259,4.904481642838623,0.436731723453523,AUS_H,73.111111111111,967.3980960782137,6.875643259013038,843.0894432075667,6.73825846434538,25.0955644344698,55465.44628725772,8.3,2.20596,119.679389953613,43.019849552755815,10.923515516426473,-0.3927636321428572,0,0,0,1,1,6.875643259013038,0,1,0,6.875643259013038,843.0894432075667,31885.42777777758,69.87530725271722
AUS,H,2013,75870,38558,32939,592.147,4.853021713461331,0.43415052062738896,AUS_H,61.583333333332,811.6954439611441,6.700356431690959,736.7171514219242,6.603560487480257,25.7399315811014,55966.15092705607,9.2,2.17733,119.679389953613,41.10051188105599,10.932502339233968,-0.3927636321428572,0,0,0,1,1,6.700356431690959,0,1,0,6.700356431690959,843.0894432075667,30723.216666666536,69.625120448889
AUS,H,2014,78661,38727,32721,593.452,4.886946424226079,0.415974879546408,AUS_H,60.333333333332,767.0044028595111,6.643795466021228,967.3980960782137,6.875643259013038,27.7000785019208,56571.80625244372,9.3,2.04851,119.679389953613,42.2993095385282,10.94326601733858,-0.3927636321428572,0,0,0,1,1,6.643795466021228,0,0,0,0,843.0894432075667,31009.749999999825,69.68767007439645
AUS,H,2015,80497,39438,31887,609.938,4.882617882974008,0.39612656372287164,AUS_H,87.499999999999,1086.99703094524,6.99209369850154,811.6954439611441,6.700356431690959,28.5117731324726,56970.36130280944,9.4,1.91969,119.679389953613,41.49475069399008,10.950286434437997,-0.3927636321428572,0,0,0,1,1,6.99209369850154,0,0,0,0,843.0894432075667,30020.82999999981,69.4692889471132
AUS,H,2016,83479,40419,34480,623.449,4.897083416738839,0.4130380095592904,AUS_H,58,694.78551491992,6.545041444622331,767.0044028595111,6.643795466021228,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,119.682777404785,40.81340221732101,10.961850592226982,-0.3927636321428572,0,0,0,1,1,6.545041444622331,0,0,0,0,843.0894432075667,32510.263333333194,70.00607081054862
AUS,H,2017,85796,42079,40061,629.704,4.914477796636943,0.4669331903585249,AUS_H,93.833333333331,1093.679581021621,6.998216979357415,1086.99703094524,6.99209369850154,32.0326223266488,57991.77134733296,9.9,1.88102,109.993309020996,42.0354135251854,10.96805640614174,-0.3927636321428572,0,0,0,1,1,6.998216979357415,0,0,0,0,843.0894432075667,32597.099999999868,70.02404451574745
AUS,H,2018,89595,44178,42996,639.514,4.942346280952042,0.4798928511635694,AUS_H,43.966666666664,490.7267890693007,6.197923255482687,694.78551491992,6.545041444622331,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,103.322090148926,43.57322536452184,10.981432847810053,-0.3927636321428572,0,0,0,1,1,6.197923255482687,0,0,0,0,843.0894432075667,32199.12999999981,69.94127501914267
AUS,H,2019,88880,45007,43287,660.078,4.902684414457779,0.48702745274527454,AUS_H,62.2,699.8199819981999,6.552251052340975,1093.679581021621,6.998216979357415,34.5434163723691,59181.29979041315,10.3,1.82826,109.759559631348,46.00168270521715,10.988360889052197,-0.3927636321428572,0,0,0,1,1,6.552251052340975,0,0,0,0,843.0894432075667,31385.84999999973,69.76890043259529
AUS,H,2020,85907,44978,44128,624.707,4.923737854941655,0.5136717613232915,AUS_H,98.833333333329,1150.4689179383404,7.04879372622456,490.7267890693007,6.197923255482687,35.346849265518,58377.767051780225,11.2,1.843045,110.139221191406,44.499564103879024,10.974690395163085,-0.3927636321428572,0,0,0,1,1,7.04879372622456,0,0,0,0,843.0894432075667,27355.333333333183,68.8427878067137
AUS,H,2021,94985,47768,50755,654.168,4.978110064176213,0.5343475285571406,AUS_H,42.999999999997996,452.7030583776175,6.117442927616159,699.8199819981999,6.552251052340975,35.8359861455454,59465.53567136402,12.3,1.85783,112.688293457031,40.20223593905949,10.99315219129977,-0.3927636321428572,0,0,0,1,1,6.117442927616159,0,0,0,0,843.0894432075667,17207.44999999988,65.71928476650437
AUS,H,2022,110380,53220,61589,697.416,5.064302160657786,0.5579724587787642,AUS_H,8.5,77.00670411306396,4.356794773163575,1150.4689179383404,7.04879372622456,36.3933201898066,61200.45889647808,12.3,1.85783,106.240760803223,45.69464188057522,11.02190996678077,-0.3927636321428572,0,0,0,1,1,4.356794773163575,0,0,0,0,843.0894432075667,11082.883333333253,62.75506799047697
AUS,J,2010,61710,29100,10437,351.719,5.167368709979057,0.16912980068060282,AUS_J,4.566666666666,74.00205261166748,4.3175154813173755,NA,NA,24.8853051640712,53768.34973344104,8.2,2.3702,119.679389953613,40.39050708606058,10.89244027811907,1.2675550444444446,1,74.00205261166748,4.3175154813173755,1,0,4.3175154813173755,0,1,0,4.3175154813173755,74.00205261166748,3642.333333333217,35.40645186481108
AUS,J,2011,64491,31711,12234,362.925,5.180084756816753,0.18970088849606923,AUS_J,11.316666666666,175.47668150076757,5.173188751502285,NA,NA,24.697756094089,54296.23213248142,8.3,2.23459,119.679389953613,41.721986014968905,10.902210113689053,1.2675550444444446,1,175.47668150076757,5.173188751502285,1,0,5.173188751502285,0,1,0,5.173188751502285,74.00205261166748,4121.6976190474625,35.940134329818555
AUS,J,2012,67277,33214,12353,390.442,5.149294273158972,0.18361401370453498,AUS_J,16.983333333332,252.43892167207218,5.53512285385088,74.00205261166748,4.3175154813173755,25.0955644344698,55465.44628725772,8.3,2.20596,119.679389953613,43.019849552755815,10.923515516426473,1.2675550444444446,1,252.43892167207218,5.53512285385088,1,0,5.53512285385088,0,1,0,5.53512285385088,74.00205261166748,5121.710317460062,36.87779484258332
AUS,J,2013,68042,33544,14145,367.552,5.221015635309796,0.20788630551718057,AUS_J,19.033333333333,279.7291868747685,5.6373904568536375,175.47668150076757,5.173188751502285,25.7399315811014,55966.15092705607,9.2,2.17733,119.679389953613,41.10051188105599,10.932502339233968,1.2675550444444446,1,279.7291868747685,5.6373904568536375,1,0,5.6373904568536375,0,1,0,5.6373904568536375,74.00205261166748,4919.709325396641,36.704097024359505
AUS,J,2014,70031,35521,13914,381.611,5.212291514987593,0.19868344019077266,AUS_J,19.366666666665,276.54419709364424,5.625980189310485,252.43892167207218,5.53512285385088,27.7000785019208,56571.80625244372,9.3,2.04851,119.679389953613,42.2993095385282,10.94326601733858,1.2675550444444446,1,276.54419709364424,5.625980189310485,1,0,5.625980189310485,0,0,0,0,74.00205261166748,4840.421428571317,36.633961874906035
AUS,J,2015,70895,37135,18063,398.718,5.180700788076569,0.2547852457860216,AUS_J,14.999999999999,211.5805063826645,5.35932077018306,279.7291868747685,5.6373904568536375,28.5117731324726,56970.36130280944,9.4,1.91969,119.679389953613,41.49475069399008,10.950286434437997,1.2675550444444446,1,211.5805063826645,5.35932077018306,1,0,5.35932077018306,0,0,0,0,74.00205261166748,4644.780952380866,36.455869216191324
AUS,J,2016,71532,37860,21268,400.793,5.184455096459648,0.29732147849913326,AUS_J,12.366666666666,172.88299875113236,5.158382652067648,276.54419709364424,5.625980189310485,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,119.682777404785,40.81340221732101,10.961850592226982,1.2675550444444446,1,172.88299875113236,5.158382652067648,1,1,5.158382652067648,0,0,0,0,74.00205261166748,4576.229761904654,36.39168707747531
AUS,J,2017,75193,40854,22727,426.969,5.171102009437326,0.3022488795499581,AUS_J,8.666666666666,115.25895584251194,4.755820081005554,211.5805063826645,5.35932077018306,32.0326223266488,57991.77134733296,9.9,1.88102,109.993309020996,42.0354135251854,10.96805640614174,1.2675550444444446,1,115.25895584251194,4.755820081005554,1,1,4.755820081005554,0,0,0,0,74.00205261166748,4533.845238095104,36.351521218983486
AUS,J,2018,76021,43756,20723,452.548,5.123871062027522,0.2725957301272017,AUS_J,8.583333333332,112.90739839428579,4.735385823517352,172.88299875113236,5.158382652067648,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,103.322090148926,43.57322536452184,10.981432847810053,1.2675550444444446,1,112.90739839428579,4.735385823517352,1,1,4.735385823517352,0,0,0,0,74.00205261166748,4333.135714285627,36.156072731538636
AUS,J,2019,79187,45377,19975,441.772,5.188773511031803,0.25225100079558516,AUS_J,10.166666666666,128.38807716754013,4.862816238467305,115.25895584251194,4.755820081005554,34.5434163723691,59181.29979041315,10.3,1.82826,109.759559631348,46.00168270521715,10.988360889052197,1.2675550444444446,1,128.38807716754013,4.862816238467305,1,0,4.862816238467305,0,0,0,0,74.00205261166748,4397.119047618905,36.21934481502662
AUS,J,2020,82515,47429,17526,451.623,5.2078876129724785,0.21239774586438828,AUS_J,12.416666666666,150.47769092487428,5.020438359485106,112.90739839428579,4.735385823517352,35.346849265518,58377.767051780225,11.2,1.843045,110.139221191406,44.499564103879024,10.974690395163085,1.2675550444444446,1,150.47769092487428,5.020438359485106,1,0,5.020438359485106,0,0,0,0,74.00205261166748,4484.2166666665125,36.30401061652293
AUS,J,2021,91558,51656,19941,463.547,5.285820147989819,0.21779636951440617,AUS_J,4.416666666666,48.239003327573776,3.8966860599979496,128.38807716754013,4.862816238467305,35.8359861455454,59465.53567136402,12.3,1.85783,112.688293457031,40.20223593905949,10.99315219129977,1.2675550444444446,1,48.239003327573776,3.8966860599979496,1,0,3.8966860599979496,0,0,0,0,74.00205261166748,4175.016666666528,35.99561496774733
AUS,J,2022,96681,57093,21271,526.445,5.213025315485289,0.22001220508683195,AUS_J,3,31.029881776150432,3.4666692725793014,150.47769092487428,5.020438359485106,36.3933201898066,61200.45889647808,12.3,1.85783,106.240760803223,45.69464188057522,11.02190996678077,1.2675550444444446,1,31.029881776150432,3.4666692725793014,1,0,3.4666692725793014,0,0,0,0,74.00205261166748,2174.033333333253,33.179239815051254
AUS,K,2010,106512,36212,8323,393.642,5.600571067038135,0.07814143007360673,AUS_K,0,0,0,NA,NA,24.8853051640712,53768.34973344104,8.2,2.3702,119.679389953613,40.39050708606058,10.89244027811907,2.05267,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,K,2011,110648,36760,8938,417.988,5.5786565463258455,0.08077868556142,AUS_K,0,0,0,NA,NA,24.697756094089,54296.23213248142,8.3,2.23459,119.679389953613,41.721986014968905,10.902210113689053,2.05267,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,K,2012,116195,36982,9852,420,5.622770381936852,0.0847885020870089,AUS_K,0,0,0,0,0,25.0955644344698,55465.44628725772,8.3,2.20596,119.679389953613,43.019849552755815,10.923515516426473,2.05267,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,K,2013,120441,38460,9286,416.764,5.666395171102601,0.07709999086689749,AUS_K,0,0,0,0,0,25.7399315811014,55966.15092705607,9.2,2.17733,119.679389953613,41.10051188105599,10.932502339233968,2.05267,1,0,0,0,0,0,0,1,0,0,0,0,0
AUS,K,2014,128638,40419,10651,416.348,5.733236088008735,0.0827982400223884,AUS_K,0,0,0,0,0,27.7000785019208,56571.80625244372,9.3,2.04851,119.679389953613,42.2993095385282,10.94326601733858,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2015,132375,41201,11325,418.87,5.755833473652779,0.08555240793201133,AUS_K,0,0,0,0,0,28.5117731324726,56970.36130280944,9.4,1.91969,119.679389953613,41.49475069399008,10.950286434437997,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2016,136588,42119,11261,429.509,5.762081678726253,0.08244501713181246,AUS_K,0,0,0,0,0,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,119.682777404785,40.81340221732101,10.961850592226982,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2017,141436,43746,11666,432.567,5.789865369259675,0.08248253627082214,AUS_K,0,0,0,0,0,32.0326223266488,57991.77134733296,9.9,1.88102,109.993309020996,42.0354135251854,10.96805640614174,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2018,146143,45985,12092,440.44,5.804566646149689,0.08274087708614165,AUS_K,0,0,0,0,0,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,103.322090148926,43.57322536452184,10.981432847810053,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2019,147282,47530,11207,443.233,5.806008804246142,0.0760921225947502,AUS_K,0,0,0,0,0,34.5434163723691,59181.29979041315,10.3,1.82826,109.759559631348,46.00168270521715,10.988360889052197,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
AUS,K,2020,153970,51376,11237,473.626,5.784095076512395,0.07298174969149834,AUS_K,0,0,0,0,0,35.346849265518,58377.767051780225,11.2,1.843045,110.139221191406,44.499564103879024,10.974690395163085,2.05267,1,0,0,0,0,0,0,0,0,0,0,0,0
